QueryID,Iteration,DocId,Relevance
Q17,1,L00042.txt,1
Q17,1,D00214.txt,1
Q17,1,S00354.txt,1
Q17,1,T00544.txt,1
Q17,1,L00017.txt,1
Q17,1,L00259.txt,1
Q17,1,T00539.txt,1
Q17,1,T00527.txt,1
Q17,1,L00223.txt,1
Q17,1,S00784.txt,1
Q17,1,L00022.txt,1
Q17,1,D00278.txt,1
Q17,1,S00227.txt,1
Q17,1,S00957.txt,1
Q17,1,T00048.txt,1
Q17,1,T00186.txt,1
Q17,1,D00134.txt,1
Q17,1,D00085.txt,1
Q18,1,D00508.txt,1
Q18,1,D00093.txt,1
Q18,1,D00295.txt,1
Q18,1,D00841.txt,1
Q18,1,D00299.txt,1
Q18,1,D00465.txt,1
Q18,1,D00114.txt,1
Q18,1,D00647.txt,1
Q18,1,D00730.txt,1
Q18,1,D00107.txt,1
Q18,1,D00785.txt,1
Q18,1,D00834.txt,1
Q18,1,D00956.txt,1
Q18,1,D00771.txt,1
Q18,1,S00284.txt,1
Q18,1,D00396.txt,1
Q18,1,D00660.txt,1
Q18,1,D00621.txt,1
Q18,1,D00531.txt,1
Q18,1,D00142.txt,1
Q19,1,C00961.txt,1
Q19,1,C00127.txt,1
Q19,1,C00161.txt,1
Q19,1,C00280.txt,1
Q19,1,C00823.txt,1
Q19,1,C00215.txt,1
Q19,1,M00035.txt,1
Q19,1,C00385.txt,1
Q19,1,C00592.txt,1
Q19,1,C00558.txt,1
Q19,1,C00918.txt,1
Q19,1,C00012.txt,1
Q19,1,C00143.txt,1
Q19,1,C00040.txt,1
Q19,1,M00032.txt,1
Q19,1,M00288.txt,1
Q19,1,C00071.txt,1
Q19,1,C00128.txt,1
Q19,1,C00319.txt,1
Q19,1,M00265.txt,1
Q20,1,P03054.txt,1
Q20,1,P03043.txt,1
Q20,1,P03088.txt,1
Q20,1,P03049.txt,1
Q20,1,P03044.txt,1
Q20,1,P03083.txt,1
Q20,1,P03064.txt,1
Q20,1,P03089.txt,1
Q20,1,P03102.txt,1
Q20,1,D00825.txt,1
Q20,1,D00631.txt,1
Q20,1,R00190.txt,1
Q20,1,L00130.txt,1
Q20,1,L00060.txt,1
Q20,1,R00113.txt,1
Q20,1,D00298.txt,1
Q20,1,D00214.txt,1
Q20,1,D00969.txt,1
Q20,1,L00198.txt,1
Q20,1,S00206.txt,1
